LAKE,AREA_NAME,HAB_TYPE,HAB_DESC,LAT,LONG,DEPTH_FT,MARKED,BANK_ACC,DATE_INST
Fort Gibson,14 Mile arm,Brush Pile,18 large cedars; brush row following point out,35.90895,-95.233833,15,N,N,10/15/2020
Fort Gibson,"14 Mile Arm, Choctaw area",Brush Pile,"13 large cedars, multiple piles along shore",35.90505,-95.242,6,N,Y,10/15/2020
Fort Gibson,Rocky Point,Brush Pile,14 large cedars,36.03637,-95.33252,13,N,N,8/9/2017
Fort Gibson,Flat Rock Creek,Brush Pile, ,36.05449,-95.33982,8,N,N,4/7/2011
Fort Gibson,Wahoo Bay,Brush Pile, ,35.87941,-95.2748,10,N,Y,4/7/2011
Fort Gibson,Long Bay,Brush Pile, ,35.95811,-95.30396,10,N,N,4/7/2011
Fort Gibson,Long Bay,Brush Pile, ,35.95909,-95.30156,10,N,N,4/7/2011
Fort Gibson,Toppers,Brush Pile,10 Large cedar trees,35.98203,-95.31398,12,N,N,4/7/2011
Fort Gibson,Ranger Creek,Brush Pile, ,35.87674,-95.2238,14,N,N,4/7/2011
Fort Gibson,Wahoo Bay,Brush Pile, ,35.879592,-95.274369,0,N, ,2/17/2010
Fort Gibson,Wahoo Bay,Brush Pile, ,35.879669,-95.273536,0,N, ,2/17/2010
Fort Gibson,Wahoo Bay,Brush Pile, ,35.879365,-95.275056,0,N, ,2/17/2010
Fort Gibson,Wahoo Bay,Brush Pile, ,35.954414,-95.308256,0,N, ,2/17/2010
Fort Gibson,Wahoo Bay,Brush Pile, ,35.876836,-95.224306,0,N, ,2/17/2010
Fort Gibson,Wahoo Bay,Brush Pile, ,35.905508,-95.242872,0,N, ,2/17/2010
Fort Gibson,Wahoo Bay,Brush Pile, ,36.033892,-95.323858,0,N, ,2/17/2010
Fort Supply,Jetties South main boat ramp,Brush Pile,brush rows,36.550833,-99.572222,5,Y,Y,2/15/2022
Fort Supply,Crappie Cove,Brush Pile,brush rows,36.543333,-99.556111,5,Y,Y,2/15/2022
Foss,Cutberth Cove,Brush Pile,cedar trees,35.58021,-99.21196,6,N,N,10/5/2020
Foss,Cutberth Cove,Brush Pile,cedar trees,35.584722,-99.211111,11,N,Y,10/5/2020
Foss,Cutberth Fishing Jetty,Brush Pile,cedar trees,35.57705,-99.21691,11,N,Y,10/5/2020
Foss,Island south of swimming area,Brush Pile,cedar trees,35.573056,-99.193333,12,N,Y,10/5/2020
Foss,"Red Bluff, across from marina",Brush Pile,Cedar trees,35.53598,-99.19092,19,Y,Y,10/5/2020
Foss,Cutberth Cove,Brush Pile,cedar trees,35.582778,-99.211111,11,Y,N,10/5/2020
Foss,"Fishing dock, main ramp",Brush Pile,cedar trees,35.536389,-99.194444,12,Y,Y,10/5/2020
Foss,Cedar Point,Brush Pile,brush row,35.451389,-99.195278,10,N,Y,10/5/2020
Foss,Sandy Beach,Brush Pile,brush row,35.55234,-99.20503,8,N,Y,10/5/2020
Foss,Cutberth Cove,Brush Pile,cedar trees,35.57705,-99.21359,10,N,N,10/5/2020
Foss,Red Bluff across from Marina,Brush Pile,cedar trees,35.537778,-99.189167,7,Y,Y,12/4/2017
Foss,Sandy Beach,Brush Pile,brush row,35.551389,-99.203889,6,Y,Y,12/4/2017
Foss,Cutberth cove,Brush Pile,cedar trees,35.5775,-99.216389,11,Y,Y,12/5/2012
Foss,Cutberth cove,Brush Pile,cedar trees,35.578056,-99.211389,26,Y,N,12/5/2012
Foss,Cutberth cove,Brush Pile,cedar trees,35.578056,-99.213611,10,Y,N,12/5/2012
Foss,Cutberth cove,Brush Pile,cedar trees,35.5775,-99.211111,6,N,N,12/5/2012
Foss Reservoir,Soldier Creek North,Brush Pile, ,35.57775,-99.212017,6,Y,Y,<Null>
Foss Reservoir,Marina Cove,Brush Pile, ,35.534033,-99.18995,10,Y,N,<Null>
Foss Reservoir,Marina Cove,Brush Pile, ,35.53585,-99.1922,10,N,N,<Null>
Foss Reservoir,Marina Camping Area,Brush Pile, ,35.54225,-99.203917,10,Y,N,<Null>
Foss Reservoir,No Wake Buoy,Brush Pile, ,35.53645,-99.18995,14,Y,N,<Null>
Foss Reservoir,No Wake Buoy,Brush Pile, ,35.53705,-99.18995,14,Y,N,<Null>
FT Gibson,Long Bay,Brush Pile,4 large cedars,35.9533,-95.315,17,N,N,3/3/2022
FT Gibson,Long Bay,Brush Pile,5 large cedars,35.9591,-95.3077,19,N,N,3/3/2022
FT Gibson,Long Bay,Brush Pile,8 large cedars,35.9656,-95.3026,19,N,N,3/3/2022
FT Gibson,Long Bay bluff,Brush Pile,7 large cedars,35.962,-95.2888,21,N,N,3/3/2022
FT Gibson,Taylor Ferry bluff,Brush Pile,2 large cedars,35.9541,-95.2888,21,N,N,3/3/2022
Ft Gibson,Hickory Creek,Brush Pile,5 large cedars,35.9498,-95.257,21,N,N,3/3/2022
Ft Gibson,Hickory Creek,Brush Pile,3 large cedars,35.948,-95.2632,20,N,N,3/3/2022
FT Gibson,Earbob,Brush Pile,2 cedar trees,36.082301,-95.25084,5,N,Y,10/25/2016
Ft. Gibson,Earbob,Brush Pile, ,36.082668,-95.244406,0, , ,<Null>
Ft. Gibson,Wahoo Bay,PVC Structure,2 Shelbyville Cubes,35.87953,-95.27442,11,N,Y,4/6/2023
Ft. Gibson,Mallard Bay Bluff,PVC Structure,2 Shelbyville Cubes,35.87338,-95.24654,20,N,N,4/6/2023
Ft. Gibson,Mallard Bay,PVC Structure,2 Shelbyville Cubes,35.8677,-95.26811,20,N,N,4/6/2023
Ft. Gibson,Mouth of Wahoo Bay,PVC Structure,2 Shelbyville Cubes,35.88274,-95.26626,20,N,N,4/6/2023
Ft. Gibson,Sequoyah Golf Course,PVC Structure,2 Shelbyville Cubes,35.89077,-95.24441,21,N,N,4/6/2023
Ft. Gibson,Paradise Cove ramp,Brush Pile,3 large cedar trees,35.91815,-95.266966,5,N,Y,12/18/2019
Ft. Gibson,Paradise Cove ramp,Brush Pile,6 large cedar trees,35.919133,-95.266616,6,N,Y,12/18/2019
Ft. Gibson,Paradise Cove ramp,Brush Pile,4 large cedars,35.920333,-95.26635,3,n,Y,12/18/2019
Ft. Gibson,Paradise Cove ramp,Brush Pile,1 large cedar,35.917273,-95.26542,3,N,Y,12/18/2019
Ft. Gibson,Paradise Cove ramp,Brush Pile,18 cedars in row,35.917129,-95.266093,8,N,Y,12/18/2019
Ft. Gibson,Flat Rock Creek,Brush Pile,19 large cedars,36.046694,-95.331166,10,N,Y,8/9/2017
Ft. Gibson,Flat Rock Creek,Brush Pile,8 large cedars,36.039233,-95.337417,6,N,Y,8/9/2017
Ft. Gibson,Earbob,Brush Pile,3 large cedars,36.083142,-95.249037,4,n,Y,10/25/2016
Ft. Gibson,Earbob,Brush Pile,3 large cedars,36.081522,-95.249529,5,N,Y,10/25/2016
Ft. Gibson,Earbob,Brush Pile,3 large cedars,36.082672,-95.246308,5,N,Y,10/25/2016
Ft. Gibson,Earbob,Brush Pile,6 large cedars,36.083029,-95.250776,8,N,N,10/25/2016
Ft. Gibson,Earbob,Brush Pile,4 large cedars,36.08216,-95.249746,6,N,Y,10/25/2016
Ft. Gibson,Earbob,Brush Pile,3 large cedars,36.083499,-95.249508,6,N,Y,10/25/2016
Ft. Gibson,Earbob,Brush Pile,2 large cedars,36.081733,-95.248523,5,N,Y,10/25/2016
Ft. Gibson,Earbob,Brush Pile,6 large cedar trees,36.083692,-95.25083,10,N,Y,10/25/2016
Ft.. Gibson,Paradise Cove ramp,Brush Pile,6 large cedars,35.9212,-95.266333,12,N,Y,12/18/2019
Gov Springs,Gov Springs 1,PVC Structure,Mossback Structure,36.39203,-97.87148,6,N,Y,5/15/2025
Gov Springs,Gov Springs 2,PVC Structure,Mossback Structure,36.39183,-97.87062,6,N,Y,5/15/2025
Gov Springs,Gov Springs 3,PVC Structure,Mossback Structure,36.39192,-97.86992,6,N,Y,5/15/2025
Gov Springs,Gov Springs 4,PVC Structure,Mossback Structure,36.39161,-97.86954,6,N,Y,5/15/2025
Gov Springs,Gov Springs 5,PVC Structure,Mossback Structure,36.39162,-97.87052,6,N,Y,5/15/2025
Gov Springs,Gov Springs 6,PVC Structure,Mossback Structure,36.39167,-97.87093,6,N,Y,5/15/2025
Gov Springs,Gov Springs 7,PVC Structure,Mossback Structure,36.39177,-97.87129,6,N,Y,5/15/2025
Grand,Mid Lake,Brush Pile,Hardwood trees,36.55506,-94.84071,0,N,N,7/11/2019
Grand,Mid Lake,Brush Pile,Hardwood trees,36.57248,-94.90317,0,N,N,7/11/2019
Grand,Mid Lake,Brush Pile,Hardwood trees,36.57344,-94.8989,0,N,N,7/11/2019
Grand,Mid Lake,Brush Pile,Hardwood trees,36.58029,-94.90293,0,N,N,7/11/2019
Grand,Mid Lake,Brush Pile,Hardwood trees,36.58043,-94.90262,0,N,N,7/11/2019
Grand,Mid Lake,Brush Pile,Hardwood trees,36.58043,-94.90237,0,N,N,7/11/2019
Grand,Mid Lake,Brush Pile,Hardwood trees,36.58149,-94.90075,0,N,N,7/11/2019
Grand,Mid Lake,Brush Pile,Hardwood trees,36.58991,-94.90609,0,N,N,7/11/2019
Grand,Mid Lake,Brush Pile,Hardwood trees,36.59062,-94.90593,0,N,N,7/11/2019
Grand,Mid Lake,Brush Pile,Hardwood trees,36.59228,-94.90649,0,N,N,7/11/2019
Grand,Mid Lake,Brush Pile,Hardwood trees,36.59917,-94.9034,0,N,N,7/11/2019
Grand,Mid Lake,Brush Pile,Hardwood trees,36.58902,-94.91883,0,N,N,7/11/2019
Grand,Mid Lake,Brush Pile,Hardwood trees,36.58626,-94.9174,0,N,N,7/11/2019
Grand,Mid Lake,Brush Pile,Hardwood trees,36.59789,-94.90775,0,N,N,7/10/2018
Grand,Mid Lake,Brush Pile,Hardwood trees,36.59962,-94.90327,0,N,N,7/10/2018
Grand,Mid Lake,Brush Pile,Hardwood trees,36.58206,-94.90134,0,N,N,7/10/2018
Grand,Mid Lake,Brush Pile,Hardwood trees,36.58293,-94.90036,0,N,N,7/10/2018
Grand,Mid Lake,Brush Pile,Hardwood trees,36.57765,-94.88735,0,N,N,7/10/2018
Grand,Mid Lake,Brush Pile,Hardwood trees,36.57528,-94.89184,0,N,N,7/10/2018
Grand,Mid Lake Bernice Pier,Spider Blocks,75+ spider blocks,36.623867,-94.908103,0,Y,Y,7/8/2016
Grand,Mid Lake Horse Creek,Spider Blocks,25+ spider blocks,36.57535,-94.917127,0,N,N,7/8/2016
Grand,Big Hollow Mid Lake,Brush Pile,90+ cedar trees,36.52956,-94.91014,0,Y,N,9/3/2014
Grand,Mid Lake Big Hollow,Brush Pile,90 + Cedar trees,36.52956,-94.91014,0,Y,N,9/3/2014
Grand Lake,Mid Lake,PVC Structure,Mossback: 10 Safe Haven,36.59903,-94.86757,0,N,N,8/3/2022
Grand Lake,Mid Lake,PVC Structure,Mossback: 10 Safe Haven,36.6256,-94.8586,0,N,N,8/3/2022
Grand Lake,Lower Lake,PVC Structure,Mossback: 9 Safe Haven,36.50787,-94.94688,0,N,N,8/1/2022
Grand Lake,Lower Lake,PVC Structure,Mossback: 10 Safe Haven,36.51555,-94.93083,0,N,N,8/1/2022
Grand Lake,Mid Lake,PVC Structure,Mossback: 5 Safe Haven,36.60079,-94.827454,0,N,N,7/26/2022
Grand Lake,Mid Lake,PVC Structure,Mossback: 10 Safe Haven,36.0099,-94.82644,0,N,N,7/26/2022
Grand Lake,Mid Lake,PVC Structure,"Mossback: 16 Safe Haven, 1 Trophy Tree, 1 Cons Cube",36.57265,-94.90353,0,N,N,7/22/2022
Grand Lake,Mid Lake,PVC Structure,"Mossback: 12 Safe Haven, 2 XL Trophy Tree, 1 Cons Cube",36.58842,-94.9205,0,N,N,7/22/2022
Grand Lake,Lower Lake,PVC Structure,"Mossback: 9 Safe Havens, 1 Trophy Tree XL Laydown",36.48881,-94.89778,0,N,N,7/20/2022
Grand Lake,Lower Lake,PVC Structure,Mossback: 6 Safe Haven,36.48421,-94.88826,0,N,N,7/20/2022
Grand Lake,Mid Lake,PVC Structure,3 Georgia Cubes,36.5376,-94.83824,0,N,N,7/15/2022
Grand Lake,Mid Lake,PVC Structure,3 Georgia Cubes,36.53674,-94.83467,0,N,N,7/15/2022
Grand Lake,Mid Lake,PVC Structure,3 Georgia Cubes,36.5305,-94.84347,0,N,N,7/15/2022
Grand Lake,Mid Lake,PVC Structure,3 Georgia Cubes,36.60068,-94.82732,0,N,N,7/14/2022
Grand Lake,Mid Lake,PVC Structure,3 Georgia Cubes,36.59773,-94.84426,0,N,N,7/14/2022
Grand Lake,Mid Lake,PVC Structure,3 Georgia Cubes,36.60188,-94.82573,0,N,N,7/14/2022
Grand Lake,Lower Lake,PVC Structure,3 Georgia Cubes,36.50871,-95.02009,0,N,N,7/8/2022
Grand Lake,Lower Lake,PVC Structure,3 Georgia Cubes,36.51195,-95.02327,0,N,N,7/8/2022
Grand Lake,Lower Lake,PVC Structure,3 Georgia Cubes,36.50935,-95.02058,0,N,N,7/8/2022
Grand Lake,Mid Lake,PVC Structure,3 Georgia Cubes,36.63904,-94.91909,0,N,N,7/7/2022
Grand Lake,Mid Lake,PVC Structure,3 Georgia Cubes,36.60299,-94.91327,0,N,N,7/7/2022
Grand Lake,Mid Lake,PVC Structure,3 Georgia Cubes,36.61304,-94.91177,0,N,N,7/7/2022
Grand Lake,Mid Lake,PVC Structure,3 Georgia Cubes,36.58858,-94.92073,0,N,N,6/24/2022
Grand Lake,Mid Lake,PVC Structure,3 Georgia Cubes,36.58864,-94.9217,0,N,N,6/24/2022
Grand Lake,Mid Lake,PVC Structure,3 Georgia Cubes,36.58879,-94.92242,0,N,N,6/24/2022
Grand Lake,Mid Lake,PVC Structure,3 Georgia Cubes,36.65724,-94.80105,0,N,N,6/22/2022
Grand Lake,Mid Lake,PVC Structure,3 Georgia Cubes,36.64866,-94.79697,0,N,N,6/22/2022
Grand Lake,Mid Lake,PVC Structure,3 Georgia Cubes,36.6327,-94.79228,0,N,N,6/22/2022
Grand Lake,Lower Lake,PVC Structure,3 Georgia Cubes,36.55759,-94.97672,0,N,N,6/14/2022
Grand Lake,Lower Lake,PVC Structure,3 Georgia Cubes,36.55184,-94.9742,0,N,N,6/14/2022
Grand Lake,Lower Lake,PVC Structure,3 Georgia Cubes,36.54736,-94.96683,0,N,N,6/14/2022
Grand Lake,Honey Creek,Other,15 MossBack structures,36.56224,-94.80353,0,N,N,7/28/2020
Grand Lake,Honey Creek,Other,27 MossBack structures,36.57586,-94.79674,0,N,N,7/28/2020
Grand Lake,Honey Creek,Other,30 MossBack structures,36.56626,-94.81722,0,N,N,7/28/2020
Grand Lake,Honey Creek,Other,20 MossBack structures,36.57712,-94.79729,0,N,N,7/28/2020
Grand Lake,Honey Creek,Other,22 MossBack structures,36.56666,-94.77294,0,N,N,7/28/2020
Grand Lake,Honey Creek,Other,21 MossBack structures,36.5711,-94.80487,0,N,N,7/28/2020
Grand Lake,Honey Creek,Other,10 MossBack structures,36.576743,-94.781722,0,N,Y,7/28/2020
Grand Lake,Honey Creek,Other,22 MossBack structures,36.57582,-94.79121,0,N,N,7/28/2020
Grand Lake,Honey Creek,Other,17 MossBack Structures,36.57079,-94.80572,0,N,N,7/28/2020
Grand Lake,Honey Creek,Other,34 MossBack structures,36.568854,-94.795724,0,N,N,7/28/2020
Grand Lake,Honey Creek,Other,22 MossBack structures,36.555389,-94.821322,0,N,N,7/28/2020
Greenleaf,Dam Site,Brush Pile, ,35.61857,-95.16736,0,N,N,<Null>
Greenleaf,Old Boat Ramp,Brush Pile, ,35.621008,-95.165825,0,N,Y,<Null>
Greenleaf,Park Bluffs,Brush Pile, ,35.624681,-95.162074,0,N,Y,<Null>
Greenleaf,Engineer's Cove,Brush Pile, ,35.632107,-95.160676,0,N,N,<Null>
Greenleaf,Salt Spring Cove,Brush Pile, ,35.634443,-95.153294,0,N,N,<Null>
Greenleaf,Mary's Cove Point,Brush Pile, ,35.63768,-95.1526,0,N,N,<Null>
Greenleaf,Cypress Island,Brush Pile, ,35.617308,-95.163714,0,N,N,<Null>
Greenleaf,Amphibious Landing,Brush Pile, ,35.64087,-95.15678,0,N,N,<Null>
Greenleaf,Handicapped cabin,Spider Blocks, ,35.61989,-95.16645,0,N,Y,<Null>
Greenleaf,Cove,Brush Pile,2 large cedars,35.6212,-95.1573,18,Y,N,2/14/2022
Greenleaf,W. Bank bluff,Brush Pile,3 huge cedars,35.6271,-95.1622,22,N,N,2/14/2022
Greenleaf,Mary's cove,Brush Pile,7 large cedars,35.6379,-95.1516,15,Y,N,2/14/2022
Greenleaf,Mary's Cove,Brush Pile,3 large cedars,35.638127,-95.150862,12,N,N,10/7/2019
Greenleaf,Cove,Brush Pile,8 large cedars,35.621166,-95.157274,18,Y,N,10/7/2019
Greenleaf,Handicapped Pier,Brush Pile,4 large cedars,35.62205,-95.16391,11,N,Y,10/7/2019
Greenleaf,Fishing dock 2,Brush Pile,2 cedar trees,35.621498,-95.165554,8,N,Y,10/11/2016
Greenleaf,Cabin of the Woods dock,Brush Pile,2 cedars,35.619518,-95.166669,10,N,Y,10/11/2016
Greenleaf, ,Spider Blocks, ,35.61803,-95.16077,10, , ,3/4/2010
Greenleaf, ,Spider Blocks, ,35.61803,-95.15824,10,N,N,3/4/2010
Greenleaf, ,Spider Blocks,17 Spider Blocks,35.61718,-95.16375,12,N,N,3/4/2010
Greenleaf, ,Spider Blocks,15 Spider Blocks,35.6392,-95.15685,12,N,N,3/4/2010
Greenleaf, ,Spider Blocks,18 Spider Blocks,35.6189,-95.1671,13,N,N,3/4/2010
Greenleaf, ,Spider Blocks, ,35.61505,-95.16551,14,N,N,3/4/2010
Greenleaf, ,Spider Blocks, ,35.64447,-95.14941,14,N,N,3/4/2010
Greenleaf,Cove,Spider Blocks, ,35.618257,-95.160986,10,N,N,11/4/2009
Greenleaf,Cedar Hollow,Spider Blocks,8 Spider Blocks,35.62144,-95.15774,13,N,N,11/3/2009
Griffin,Fish Feeder,PVC Structure,PVC Cube,35.237314,-97.426632,10,N,Y,1/1/2023
Griffin,North Shore,PVC Structure,PVC Cube,35.237279,-97.426988,6,N,Y,1/1/2023
Griffin,Dam,PVC Structure,PVC Cube,35.237127,-97.427527,7,N,Y,1/1/2023
Griffin,Dam,PVC Structure,PVC Cube,35.236824,-97.427628,8,N,Y,1/1/2023
Hartshorne Lake,North of ramp near dam,Brush Pile,brush,34.82099,-95.56666,0,Y,Y,1/5/2020
Hartshorne Lake,South of ramp,Brush Pile,brush,34.820171,-95.564885,0,Y,Y,1/5/2020
Haskell City Lake,Handicapped Fishing Dock,Spider Blocks, ,35.841524,-95.715018,0,N,Y,12/19/2008
Healdton Lake,Cove NE of ramp,Brush Pile,Cedar trees,34.23966,-97.44665,12,Y,Y,7/17/2020
Healdton Lake,West of fishing dock,Brush Pile,Cedar trees,34.24189,-97.45695,12,Y,N,7/16/2020
Healdton Lake,East of fishing dock,Brush Pile,Cedar trees,34.23999,-97.45235,14,Y,N,7/16/2020
Healdton Lake,NW cove,Brush Pile,Cedar trees,34.24496,-97.45904,11,Y,N,7/16/2020
Healdton Lake,Fishing dock,Spider Blocks,Spder blocks,34.24009,-97.45392,9,Y,Y,12/13/2013
Hefner,Cement Breakwater,Brush Pile,Cedar trees,35.553056,-97.595,10,N,Y,<Null>
Hefner,Rip Rap Breakwater,Brush Pile,Cedar trees,35.551389,-97.5925,10,N,Y,<Null>
Hefner,Fishing Pier 1,Brush Pile,Cedar trees,35.547222,-97.593889,10,N,Y,<Null>
Hefner,Enclosed Fishing Pier,Brush Pile,Cedar trees,35.555278,-97.596111,0,N,Y,7/4/2012
Hefner,Fishing Pier 2,Brush Pile,Cedar trees,35.5525,-97.596667,10,N,Y,7/4/2012
Heyburn,Main lake point,Brush Pile,Cedar trees,35.953383,-96.305217,12,N,N,7/24/2019
Heyburn,East island,Brush Pile,Cedar trees,35.95245,-96.2963,10,N,N,7/24/2019
Heyburn,East point,Brush Pile,Cedar trees,35.9589,-96.301617,15,N,N,7/24/2019
Heyburn,Main pool,Brush Pile,Cedar trees,35.952233,-96.304267,14,N,N,7/24/2019
Heyburn,Main pool,Brush Pile,Cedar trees,35.950317,-96.302133,13,N,N,7/24/2019
Heyburn,Main lake point,Brush Pile,Cedar trees,35.953917,-96.304967,16,N,N,7/24/2019
Heyburn,Northeast cove,PVC Structure,Tall pvc structure,35.963817,-96.297533,12,N,N,7/24/2019
Holdenville,Fishing Dock,PVC Structure,Shelbyville Cubes,35.033554,-96.369375,0,N,Y,2/1/2024
Holdenville,Holdenville Lake,PVC Structure,Shelbyville Cubes,35.03716,-96.35501,0,N,Y,2/1/2024
Holdenville,Indian Church area,Combination,Starfish and cedar trees,35.029083,-96.360533,0,Y,Y,12/18/2019
Holdenville,Metal retaining wall south of fishing dock,Spider Blocks,12 spider blocks,35.032914,-96.369647,0,N,Y,12/18/2019
Holdenville,Shallow flat,Other,1 Starfish,35.034737,-96.356432,0,N,N,9/11/2014
Holdenville,North bank half way up lake,Other,Starfish,35.03275,-96.3606,0,N,N,9/11/2014
Holdenville,Cemetery Point,Other,Starfish,35.033466,-96.356316,0,N,N,9/11/2014
Holdenville Lake,Ski area - South bank,Combination,Cedars and Spiders,35.029016,-96.360233,0,Y,Y,<Null>
Holdenville Lake,East point at mouth of Wingo neck,Combination,Cedars and Spiders,35.038866,-96.351016,0,Y,N,12/19/2019
Holdenville Lake,West point at mouth of Wingo neck,Combination,Cedars and Spiders,35.03925,-96.35205,0,Y,N,12/19/2019
Holdenville Lake,Indian Cemetery Cove,Brush Pile, ,35.032433,-96.356733,0,Y,Y,12/18/2019
Holdenville Lake,Mid-lake north cove site 3,Combination,Cedars and Spiders,35.0365,-96.3571,0,Y,N,12/18/2019
Holdenville Lake,Mid-lake flat site 1,Combination,Cedars and Spiders,35.03545,-96.354566,0,Y,N,12/18/2019
Holdenville Lake,Mid-lake flat site 2,Combination,Cedars and Spiders,35.037166,-96.354216,0,Y,N,12/18/2019
Holdenville Lake,Fishing Dock,Combination,Cedars and Spiders,35.03355,-96.369366,0,N,Y,12/18/2019
Holdenville Lake,Boat Ramp Cove,Combination,Cedars and Spiders,35.034416,-96.369694,0,Y,Y,12/18/2019
Holdenville Lake,Mid-lake north point site 1,Combination,Cedars and Spiders,35.0361,-96.3547,0,Y,N,12/18/2019
Holdenville Lake,Mid-lake north cove site 1,Combination,Cedars and Spiders,35.036233,-96.357733,0,Y,Y,12/18/2019
Holdenville Lake,Mid-lake north cove site 2,Combination,Cedars and Spiders,35.037833,-96.356666,0,Y,N,12/18/2019
Holdenville Lake,SW point of back island,Combination,Cedars and Spiders,35.038233,-96.350616,0,Y,N,4/10/2010
Holdenville Lake,Mid-lake north point site 2,Spider Blocks,Spiders,35.038016,-96.355483,0,n,y,4/9/2010
Holdenville Lake,Old road bed west of Wingo neck,Spider Blocks, ,35.0388,-96.353166,0,N,N,4/9/2010
Hudson,Mid Lake,Brush Pile,90 + Cedar trees,36.34615,-95.14142,0,N,N,<Null>
Hudson,Ray's Cove,Brush Pile, ,36.40437,-95.1423,9,Y,Y,<Null>
Hudson,Mid Lake,PVC Structure,PVC trees,36.37088,-95.12415,0,N,Y,7/10/2018
Hudson,Mid Lake,PVC Structure,PVC trees,36.3711,-95.12373,0,N,Y,7/10/2018
Hudson,Mid Lake,PVC Structure,PVC trees,36.3705,-95.12481,0,N,Y,7/10/2018
Hudson,Mid Lake,PVC Structure,PVC trees,36.36987,-95.126,0,N,Y,7/10/2018
Hudson,Mid Lake,PVC Structure,PVC trees,36.36885,-95.128,0,N,Y,7/10/2018
Hudson,Mid Lake,PVC Structure,PVC trees,36.36866,-95.12901,0,N,Y,7/10/2018
Hudson,Mid Lake,PVC Structure,PVC trees,36.36838,-95.12946,0,N,Y,7/10/2018
Hudson,Mid Lake,PVC Structure,PVC trees,36.36765,-95.13068,0,N,Y,7/10/2018
Hudson,Mid Lake,PVC Structure,PVC trees,36.304547,-95.172313,0,N,N,7/9/2017
Hudson,Mid Lake Hwy 20,PVC Structure,PVC trees,36.295813,-95.168941,0,N,Y,7/9/2017
Hudson,Mid Lake Hwy 20 Bridge,PVC Structure,PVC trees,36.29421,-95.165269,0,N,Y,7/9/2017
Hudson,Mid Lake Hwy 20,PVC Structure,PVC trees,36.2928,-95.16174,0,Y,Y,7/9/2017
Hudson,Mid Lake,Brush Pile,90+ cedar trees,36.34615,-95.14142,0,N,N,8/20/2014
Hugo,Hugo Brush 4,Brush Pile,brush,34.019722,-95.416389,12,Y,N,1/26/2020
Hugo,Hugo Brush 9,Brush Pile,brush,34.023333,-95.398611,12,Y,N,1/26/2020
Hugo,Hugo Brush 5,Brush Pile,brush,34.024722,-95.400556,12,N,Y,1/26/2020
Hugo,Hugo Brush 2,Brush Pile,brush,34.025833,-95.411667,12,N,Y,1/26/2020
Hugo,Hugo Brush 3,Brush Pile,brush,34.0325,-95.440833,12,Y,N,1/26/2020
Hugo,Hugo Brush 8,Brush Pile, ,34.035,-95.427222,12,Y,N,1/26/2020
Hugo Lake,Hugo brush 11,Brush Pile,brush,34.03976,-95.38016,12,N,N,1/25/2020
Hugo Lake,Hugo Brush 7,Brush Pile,brush,34.04319,-95.38201,12,Y,N,1/25/2020
Hugo Lake,Hugo Brush 10,Brush Pile,brush,34.02616,-95.38006,12,Y,N,1/25/2020
Jean Neustadt,West Arm - South Side,Brush Pile, ,34.290556,-97.173889,11,Y, ,2/4/2016
Jean Neustadt,Cove North of Ramp,Brush Pile, ,34.286667,-97.171667,12,Y, ,2/4/2016
Jean Neustadt,West Arm - West Side,Brush Pile, ,34.291944,-97.176944,12,Y, ,2/4/2016
Jean Neustadt,East Arm - East Side Next to Interstate,Brush Pile, ,34.293333,-97.160833,12,Y, ,2/4/2016
Jean Neustadt,Cove South of Ramp,Brush Pile, ,34.284722,-97.171944,13,Y, ,2/4/2016
Jean Neustadt,West Arm - North Cove,Brush Pile, ,34.291944,-97.172222,13,Y, ,2/4/2016
Jean Neustadt,NW Side of East Arm,Brush Pile, ,34.294722,-97.164722,13,Y, ,2/4/2016
Jean Neustadt,East of Dam,Brush Pile, ,34.283056,-97.166389,14,Y, ,2/4/2016
Jean Neustadt,SW Side of East Arm,Brush Pile, ,34.291667,-97.164722,14,Y, ,2/4/2016
Jean Neustadt,Fishing Pier,Spider Blocks, ,34.286036,-97.172031,0,N, ,7/28/2009
Jim Hall,Dam ramp,Brush Pile,10 Cedar trees,35.417518,-95.923643,0,Y,Y,12/4/2019
Jim Hall,Legion point 1,Brush Pile,10 Cedar trees,35.40605,-95.9308,0,Y,Y,12/4/2019
Jim Hall,Legion point 2,Brush Pile,10 Cedar trees,35.411416,-95.9245,0,Y,Y,12/4/2019
Jim Hall,South camping area,Brush Pile,10 Cedar trees,35.4108,-95.925866,0,Y,Y,12/4/2019
Kaw,Beaver Creek Bridge,Spider Blocks,Spider Blocks,36.85458,-96.80644,0,N,Y,3/18/2016
Kaw,Bear Creek Old Bridge,Spider Blocks,Spider Blocks,36.82841,-96.90602,0,N,Y,3/16/2016
Kaw,Wolf Creek Bridge,Spider Blocks,Spider Blocks,36.88086,-96.9596,0,N,Y,3/15/2016
Kaw,Washunga Bay,Spider Blocks,Spider Blocks,36.79314,-96.83754,0,N,Y,3/14/2016
Kaw,Pioneer Cove Old Dock,Spider Blocks,Spider Blocks,36.7583,-96.85785,0,N,Y,3/13/2016
Kaw,McFadden Marina RipRap,Spider Blocks,Spider Blocks,36.7053,-96.93382,0,N,Y,3/12/2016
Kaw,Osage Cove RipRap,Spider Blocks,Spider Blocks,36.70899,-96.90019,0,N,Y,3/11/2016
