LAKE,AREA_NAME,HAB_TYPE,HAB_DESC,LAT,LONG,DEPTH_FT,MARKED,BANK_ACC,DATE_INST
Elmer,Double Poles,Brush Pile, ,35.880983,-97.989517,7,N,Y,<Null>
Elmer,Pole-South End Dam,Brush Pile, ,35.87975,-97.988267,8,N,Y,<Null>
Elmer,North Post Middle Channel,Brush Pile, ,35.882133,-97.990683,10,N,N,<Null>
Elmer,Drain Structure,Brush Pile, ,35.880117,-97.9878,12,N,Y,<Null>
Elmer Thomas, ,Brush Pile, ,34.73408,-98.52391,0,N, ,<Null>
Elmer Thomas, ,Brush Pile, ,34.7298,-98.51784,0,Y, ,<Null>
Elmer Thomas, ,Brush Pile, ,34.72065,-98.52554,0,N, ,<Null>
Etling,Black Mesa State park,Brush Pile,juniper tree,36.8475,-102.868611,0,N,Y,6/18/2018
Etling,Black Mesa State park,Brush Pile,juniper tree,36.848056,-102.871389,0,N,N,6/17/2018
Etling,Black Mesa State park,Brush Pile,juniper tree,36.8475,-102.872222,0,N,Y,6/16/2018
Etling,Black Mesa State park,Brush Pile,juniper tree,36.847222,-102.873611,0,N,Y,6/14/2018
Etling,Black Mesa State park,Brush Pile,juniper tree,36.8475,-102.8775,0,N,Y,6/12/2018
Etling,Black Mesa State park,Brush Pile,juniper tree,36.848056,-102.879444,0,Y,Y,6/11/2018
Etling,Black Mesa State park,Brush Pile,juniper tree,36.849167,-102.87,0,N,N,6/10/2018
Etling,Black Mesa State park,Brush Pile,juniper tree,36.848889,-102.868889,0,Y,N,6/9/2018
Etling,Black Mesa State park,Brush Pile,juniper tree,36.850278,-102.869167,0,N,Y,6/8/2018
Etling,Black Mesa State park,Brush Pile,juniper tree,36.848889,-102.867778,0,N,Y,6/7/2018
Etling,Black Mesa State park,Brush Pile,juniper tree,36.849167,-102.8675,0,Y,Y,6/6/2018
Etling,Black Mesa State park,Brush Pile,juniper tree,36.848056,-102.868056,0,N,Y,6/5/2018
Euafaula,Elm Point,Brush Pile,cedars,35.01377,-95.59776,0,N,N,6/3/2021
Euafuala,"Ladybird Landing, Evergreen Cove",Brush Pile,Cedar trees,35.29956,-95.37661,0,N,Y,9/16/2019
Eucha,Sawmill Point,Brush Pile,Cedars,36.34475,-94.876883,46,Y,N,8/26/2015
Eucha,Bolton,Brush Pile,Cedars,36.35435,-94.83,6,Y,Y,8/25/2015
Eucha,Hider Hollow,Brush Pile,Cedars,36.35165,-94.88989,26,Y,N,8/25/2015
Eucha,Blackfox Cave,Brush Pile,Cedars,36.34481,-94.85235,29,Y,N,8/25/2015
Eucha,Mid Lake,Brush Pile,60+ cedar trees,36.34955,-94.86866,0,N,N,8/25/2015
Eucha,Lower Lake,Brush Pile,Cedars,36.36414,-94.89776,0,N,N,8/25/2015
Eucha,Lower Lake,Brush Pile,Cedars,36.35891,-94.89906,0,N,N,8/25/2015
Eucha,Mid Lake,Brush Pile,60 + Cedar trees,36.34955,-94.86866,0,N,N,8/25/2015
Eucha,Lower Lake,Brush Pile,Cedar tree brush row,36.36414,-94.89776,0,N,N,8/25/2015
Eucha,Lower Lake,Brush Pile,Cedar tree brush row,36.35891,-94.89906,0,N,N,8/25/2015
Eufaula,Alta-Vista Dev. - W Cove,Combination,Cedars & Spiders,35.227916,-95.524222,0,Y,N,<Null>
Eufaula,Arrowhead Lodge Ramp Cove,Combination,Cedars & Spiders,35.143805,-95.623777,0,Y,N,<Null>
Eufaula,Push Hill Cove,Combination,Cedars & Spiders,35.332472,-95.509,0,Y,N,<Null>
Eufaula,McNack Cove,Combination,Cedars & Spiders,35.480472,-95.686805,0,Y,N,<Null>
Eufaula,Emerald Bay,Combination,Cedars & Spiders,35.4695,-95.616638,0,Y,N,<Null>
Eufaula,Crowder South,Combination,Cedars & Spiders,35.114805,-95.681805,0,Y,N,<Null>
Eufaula,River Oaks (Eufaula Cove),Combination,Cedars & Spiders,35.278777,-95.574861,0,Y,N,<Null>
Eufaula,Hummingbird Beach-Lake Eufaula State Park,Combination,Spiders and Cedars,35.40203,-95.59758,0,N,Y,<Null>
Eufaula,Crowder City Park,Combination,Spiders and Cedars,35.12047,-95.67589,0,N,Y,<Null>
Eufaula,Old roadbed off Hwy 9A,Combination,Spiders and Cedars,35.22156,-95.58908,0,N,Y,<Null>
Eufaula,Porum,PVC Structure,MossBack,35.35627,-95.39031,0,Y,Y,6/5/2024
Eufaula,Porum,PVC Structure,MossBack,35.33303,-95.40478,0,Y,N,6/5/2024
Eufaula,Bixby,PVC Structure,MossBack,35.34995,-95.35401,0,Y,Y,6/5/2024
Eufaula,Porum,PVC Structure,MossBack,35.33484,-95.37655,0,Y,N,6/5/2024
Eufaula,Porum,PVC Structure,MossBack,35.3402,-95.38863,0,Y,N,6/5/2024
Eufaula,Porum,PVC Structure,MossBack,35.35546,-95.39372,0,Y,Y,6/5/2024
Eufaula,Porum,PVC Structure,MossBack,35.355667,-95.391931,0,N,Y,6/5/2024
Eufaula,Porum Bridge,PVC Structure,MossBack,35.35843,-95.39771,0,N,N,6/5/2024
Eufaula,Porum Bridge,PVC Structure,MossBack,35.35803,-95.39695,0,N,N,6/5/2024
Eufaula,Porum Bridge,PVC Structure,MossBack,35.35697,-95.3991,0,N,N,6/5/2024
Eufaula,Porum Bridge,PVC Structure,MossBack,35.35781,-95.39737,0,N,N,6/5/2024
Eufaula,Eufaula Cove,PVC Structure,MossBack,35.27761,-95.5751,0,N,N,5/2/2024
Eufaula,Eufaula Cove,PVC Structure,MossBack,35.27667,-95.57828,0,N,Y,5/2/2024
Eufaula,Eufaula Cove,PVC Structure,MossBack,35.28525,-95.57314,0,N,N,5/2/2024
Eufaula,Eufaula Cove,PVC Structure,MossBack,35.28393,-95.56772,0,N,Y,5/2/2024
Eufaula,Eufaula Cove,PVC Structure,MossBack,35.276672,-95.574339,0,Y,Y,5/2/2024
Eufaula,Onapa,PVC Structure,2 Cubes,35.41835,-95.57803,17,N,N,3/5/2024
Eufaula,Onapa,PVC Structure,3 Cubes,35.41773,-95.57856,25,N,N,3/5/2024
Eufaula,Onapa,PVC Structure,2 Cubes,35.42318,-95.57904,10,N,N,3/5/2024
Eufaula,Onapa,PVC Structure,2 Cubes,35.42,-95.58045,18,N,N,3/5/2024
Eufaula,Onapa,PVC Structure,3 Cubes,35.4223,-95.58107,14,N,N,3/5/2024
Eufaula,Onapa,PVC Structure,2 Cubes,35.42517,-95.58615,13,N,N,3/5/2024
Eufaula,Onapa,PVC Structure,2 Cubes,35.40756,-95.57433,15,Y,N,3/5/2024
Eufaula,Onapa,PVC Structure,3 Cubes,35.40162,-95.58401,12,N,N,3/5/2024
Eufaula,Onapa,PVC Structure,2 Cubes,35.40853,-95.57423,11,N,Y,3/5/2024
Eufaula,Onapa,PVC Structure,2 Cubes,35.40772,-95.57215,10,N,N,3/5/2024
Eufaula,Onapa,PVC Structure,2 Cubes,35.40682,-95.57339,16,N,N,3/5/2024
Eufaula,Onapa,PVC Structure,2 Cubes,35.411,-95.57084,10,N,N,3/5/2024
Eufaula,Onapa,PVC Structure,2 Cubes,35.40926,-95.57102,17,N,N,3/5/2024
Eufaula,Onapa,PVC Structure,2 Cubes,35.40747,-95.57457,7,N,N,3/5/2024
Eufaula,Onapa,PVC Structure,2 Cubes,35.40754,-95.57219,9,N,Y,3/5/2024
Eufaula,Onapa,PVC Structure,2 Cubes,35.4071,-95.57238,9,N,Y,3/5/2024
Eufaula,Onapa,PVC Structure,2 Cubes,35.40478,-95.57362,10,N,N,3/5/2024
Eufaula,Onapa,PVC Structure,2 Cubes,35.40521,-95.57329,8,N,N,3/5/2024
Eufaula,Onapa,PVC Structure,2 Cubes,35.40246,-95.59693,11,N,N,3/5/2024
Eufaula,Gentry Creek,PVC Structure,2 Cubes,35.45946,-95.606,24,N,N,3/5/2024
Eufaula,Gentry Creek,PVC Structure,2 Cubes,35.45926,-95.60455,22,N,N,3/5/2024
Eufaula,Gentry Creek,PVC Structure,2 Cubes,35.45922,-95.60278,22,N,N,3/5/2024
Eufaula,Gentry Creek,PVC Structure,2 Cubes,35.45986,-95.61072,16,N,N,3/5/2024
Eufaula,Gentry Creek,PVC Structure,2 Cubes,35.45982,-95.60998,20,N,N,3/5/2024
Eufaula,Gentry Creek,PVC Structure,3 Cubes,35.46011,-95.61347,13,N,N,3/5/2024
Eufaula,Gentry Creek,PVC Structure,3 Cubes,35.47971,-95.68651,10,N,Y,3/5/2024
Eufaula,Gentry Creek,PVC Structure,2 Cubes,35.47905,-95.68691,10,N,Y,3/5/2024
Eufaula,Gentry Creek,PVC Structure,3 Cubes,35.49324,-95.65107,10,N,Y,3/5/2024
Eufaula,Gentry Creek,PVC Structure,3 Cubes,35.4897,-95.65196,0,N,Y,3/5/2024
Eufaula,Gentry Creek,PVC Structure,2 Cubes,35.47091,-95.61782,8,Y,N,3/5/2024
Eufaula,Gentry Creek,PVC Structure,2 Cubes,35.46772,-95.60552,10,N,N,3/5/2024
Eufaula,Gentry Creek,PVC Structure,2 Cubes,35.48452,-95.65634,12,N,N,3/5/2024
Eufaula,Gentry Creek,PVC Structure,2 Cubes,35.48355,-95.65759,8,N,N,3/5/2024
Eufaula,Gentry Ceek,PVC Structure,2 Cubes,35.48377,-95.65744,17,N,N,3/5/2024
Eufaula,#9 Landing,PVC Structure,2 Cubes,35.25169,-95.48351,14,N,Y,3/5/2024
Eufaula,#9 Landing,PVC Structure,2 Cubes,35.25164,-95.48328,14,N,Y,3/5/2024
Eufaula,#9 Landing,PVC Structure,2 Cubes,35.23789,-95.49701,14,N,N,3/5/2024
Eufaula,#9 Landing,PVC Structure,2 Cubes,35.23595,-95.48589,15,N,N,3/5/2024
Eufaula,#9 Landing,PVC Structure,2 Cubes,35.23267,-95.4894,14,N,N,3/5/2024
Eufaula,#9 Landing,PVC Structure,2 Cubes,35.22343,-95.49826,11,N,N,3/5/2024
Eufaula,#9 Landing,PVC Structure,1 Cube,35.21379,-95.51017,10,N,N,3/5/2024
Eufaula,Longtown,PVC Structure,2 Cubes,35.22736,-95.52433,14,Y,N,3/5/2024
Eufaula,Longtown,PVC Structure,2 Cubes,35.22434,-95.52589,24,N,N,3/5/2024
Eufaula,Longtown,PVC Structure,2 Cubes,35.20232,-95.52639,15,N,N,3/5/2024
Eufaula,Carlton,PVC Structure,2 Cubes,35.19908,-95.54101,18,N,N,3/5/2024
Eufaula,Carlton,PVC Structure,2 Cubes,35.2024,-95.5408,16,N,N,3/5/2024
Eufaula,Carlton,PVC Structure,2 Cubes,35.20386,-95.54137,13,N,Y,3/5/2024
Eufaula,Millcreek,PVC Structure,2 Cubes,35.24598,-95.70715,11,N,Y,3/5/2024
Eufaula,Millcreek,PVC Structure,2 Cubes,35.24346,-95.70179,11,Y,Y,3/5/2024
Eufaula,Millcreek,PVC Structure,2 Cubes,35.23822,-95.70497,8,Y,N,3/5/2024
Eufaula,Millcreek,PVC Structure,2 Cubes,35.23419,-95.70391,10,Y,N,3/5/2024
Eufaula,Millcreek,PVC Structure,2 Cubes,35.23493,-95.70477,11,Y,N,3/5/2024
Eufaula,Millcreek,PVC Structure,2 Cubes,35.23383,-95.69665,12,N,N,3/5/2024
Eufaula,Millcreek,PVC Structure,3 Cubes,35.23383,-95.69863,17,N,N,3/5/2024
Eufaula,Crowder,Brush Pile,Cedar Trees,35.120277,-95.67775,0,N,Y,2/2/2022
Eufaula,Crowder,Brush Pile,Cedar Trees,35.116555,-95.678888,0,Y,N,2/1/2022
Eufaula,Crowder,Brush Pile,Cedar Trees,35.115933,-95.68175,0,Y,N,2/1/2022
Eufaula,Crowder,Brush Pile,Cedar trees,35.11207,-95.67913,0,Y,N,2/1/2022
Eufaula,Crowder Hwy 69 Bridge,Brush Pile,Cedar trees,35.10644,-95.6941,0,N,Y,2/1/2022
Eufaula,Crowder HWY 69 Brdge,Brush Pile,Cedar trees,35.10638,-95.69464,0,N,N,2/1/2022
Eufaula,Crowder,Brush Pile,Cedar trees,35.11446,-95.68091,0,N,N,2/1/2022
Eufaula,Crowder HWY 69 culvert,Brush Pile,Cedar trees,35.123711,-95.6788,0,N,Y,2/1/2022
Eufaula,Crowder,Brush Pile,Cedar Trees,35.10639,-95.69194,0,N,N,2/1/2022
Eufaula,Crowder Point East,Combination,Cedars & Spiders,35.111555,-95.686833,0,Y,N,2/1/2022
Eufaula,Point north of Crowder Point East - west bank,Combination,Cedar trees and Spider blocks,35.11282,-95.6811,0,Y,N,2/1/2022
Eufaula,South bank between Crowder and Crowder Point East,Combination,Cedar trees and Spider blocks,35.11381,-95.68358,0,Y,N,2/1/2022
Eufaula,Crowder Point East - north camping area,Combination,Cedar trees and Spider blocks,35.1109,-95.68463,0,Y,Y,2/1/2022
Eufaula,Old roadbed between Crowder and Crowder Point East,Combination,Cedar trees and Spider blocks,35.11353,-95.6813,0,Y,N,2/1/2022
Eufaula,Crowder,Combination,Cedar Trees and Spider blocks,35.114805,-95.681805,0,Y,N,2/1/2022
Eufaula,Crowder,Combination,Cedar Trees and Spider blocks,35.120361,-95.6775,0,Y,Y,2/1/2022
Eufaula,Crowder,Combination,Cedar trees and Spider blocks,35.12223,-95.6773,0,Y,Y,2/1/2022
Eufaula,Elm Point between park and Hwy 31,Brush Pile,cedars,35.01307,-95.59807,0,N,Y,6/3/2021
Eufaula,Elm Point between park and Hwy 31,Brush Pile,cedars,35.01289,-95.59816,0,N,Y,6/3/2021
Eufaula,Elm Point between park and Hwy 31,Brush Pile,cedars,35.01278,-95.59824,0,N,Y,6/3/2021
Eufaula,Elm Point between park and Hwy 31,Brush Pile,cedars,35.01268,-95.59827,0,N,Y,6/3/2021
Eufaula,Elm Point between park and Hwy 31,Brush Pile,cedars,35.0125,-95.59826,0,N,N,6/3/2021
Eufaula,Elm Point between park and Hwy 31,Brush Pile,cedars,35.01228,-95.59818,0,N,Y,6/3/2021
Eufaula,Elm Point between park and Hwy 31,Brush Pile,cedars,35.01219,-95.59803,0,N,Y,6/3/2021
Eufaula,Elm Point between park and Hwy 31,Brush Pile,cedars,35.01216,-95.59788,0,N,Y,6/3/2021
Eufaula,Elm Point between park and Hwy 31,Brush Pile,cedars,35.0121,-95.59778,0,N,Y,6/3/2021
Eufaula,Elm Point between park and Hwy 31,Brush Pile,cedars,35.01202,-95.5977,0,N,Y,6/3/2021
Eufaula,Elm Point between park and Hwy 31,Brush Pile,cedars,35.01239,-95.59747,0,N,Y,6/3/2021
Eufaula,East of Hwy 31 bridge at Elm Point,Brush Pile,cedars,35.01225,-95.59608,0,Y,Y,6/3/2021
Eufaula,Old Hwy 31 bridge abuttment NE of Elm Point S end,Brush Pile,cedars,35.01884,-95.59525,0,Y,N,6/3/2021
Eufaula,East of NE Hwy 31 bridge at Elm Point,Brush Pile,cedars,35.01994,-95.59132,0,Y,Y,6/3/2021
Eufaula,Elm Point,Brush Pile,cedars,35.01415,-95.59743,0,N,N,6/3/2021
Eufaula,Crowder,Brush Pile,Cedar Trees,35.111555,-95.686833,0,Y,N,3/18/2020
Eufaula,Crowder,Brush Pile,Cedar Trees,35.1181,-95.68035,0,Y,N,3/18/2020
Eufaula,Crowder,Brush Pile,Cedar Trees,35.112472,-95.679,0,Y,N,3/18/2020
Eufaula,Crowder,Brush Pile,Cedar Trees,35.120138,-95.677472,0,N,Y,3/18/2020
Eufaula,Crowder,Brush Pile,Cedar Trees,35.120416,-95.676777,0,N,Y,3/18/2020
Eufaula,Crowder,Brush Pile,Cedar Trees,35.120472,-95.6765,0,N,Y,3/18/2020
Eufaula,Crowder,Combination,Cedar Trees / Spider Blocks,35.11282,-95.6811,0,Y,N,3/18/2020
Eufaula,Crowder,Combination,Cedar Trees / Spider Blocks,35.1109,-95.68463,0,Y,Y,3/18/2020
Eufaula,Crowder,Combination,Cedar Trees / Spider Blocks,35.12223,-95.63916,0,Y,Y,3/18/2020
Eufaula,Ramp off Bud's Point,Brush Pile,Cedar Trees,35.1037,-95.63271,0,Y,Y,3/17/2020
Eufaula,Ramp off Bud's Point,Brush Pile,Cedar Trees,35.10347,-95.63245,0,N,Y,3/17/2020
Eufaula,Ramp off Bud's Point,Brush Pile,Cedar Trees,35.1034,-95.63217,0,N,Y,3/17/2020
Eufaula,Ramp off Bud's Point,Brush Pile,Cedar Trees,35.10376,-95.63282,0,N,Y,3/17/2020
Eufaula,Blocker Bridge,Brush Pile,Cedar Trees,35.1057,-95.64147,0,N,Y,3/17/2020
Eufaula,Blocker Bridge,Brush Pile,Cedar Trees,35.10683,-95.64281,0,Y,Y,3/17/2020
Eufaula,Blocker Bridge,Brush Pile,Cedar Trees,35.10808,-95.64453,0,Y,Y,3/17/2020
Eufaula,Blocker Bridge,Brush Pile,Cedar Trees,35.10838,-95.64477,0,Y,Y,3/17/2020
Eufaula,Blocker Bridge,Brush Pile,Cedar Trees,35.10852,-95.64484,0,N,Y,3/17/2020
Eufaula,Blocker Bridge,Brush Pile,Cedar Trees,35.10796,-95.64366,0,Y,Y,3/17/2020
Eufaula,Blocker Bridge,Brush Pile,Cedar Trees,35.104267,-95.639367,0,N,Y,3/17/2020
Eufaula,Blocker Bridge,Brush Pile,Cedar Trees,35.10533,-95.641917,0,N,Y,3/17/2020
Eufaula,Blocker Bridge,Brush Pile,Cedar Trees,35.1029,-95.638233,0,N,Y,3/17/2020
Eufaula,Blocker Bridge,Brush Pile,Cedar Trees,35.1051,-95.640367,0,N,Y,3/17/2020
Eufaula,"Ladybird Landing, Evergreen Cove",Brush Pile,Cedar trees,35.29769,-95.3752,0,Y,Y,9/16/2019
Eufaula,"Ladybird Landing, Evergreen Cove",Brush Pile,Cedar trees,35.290916,-95.373444,0,Y,N,9/16/2019
Eufaula,"Ladybird Landing, Evergreen Cove",Brush Pile,Cedar trees,35.294766,-95.373983,0,Y,N,9/16/2019
Eufaula,"Ladybird Landing, Dam Site South",Brush Pile,Cedar trees,35.30322,-95.37317,0,Y,Y,9/16/2019
Eufaula,"Ladybird Landing, Evergreen Cove",Brush Pile,Cedar trees,35.29836,-95.37573,0,Y,Y,9/16/2019
Eufaula,N Shore of Deep Fork campgrounds @ Eufaula StPk,Spider Blocks, ,35.401733,-95.585566,0,Y,Y,5/17/2011
Eufaula,N Shore of Deep Fork campgrounds @ Eufaula StPk,Spider Blocks, ,35.401683,-95.58455,0,Y,Y,5/17/2011
Eufaula,E Shore of Deep Fork campgrounds @ Eufaula StPk,Spider Blocks, ,35.398983,-95.582666,0,Y,Y,5/17/2011
Eufaula,Onapa Cove Ramp,Spider Blocks, ,35.406133,-95.572816,0,Y,Y,5/17/2011
Eufaula,Onapa Cove,Spider Blocks, ,35.407633,-95.574366,0,Y,N,5/17/2011
Eufaula,Onapa Cove,Spider Blocks, ,35.4102,-95.57195,0,Y,N,5/17/2011
Eufaula,Small point west of ramp at marina,Spider Blocks, ,35.4018,-95.591016,0,N,Y,5/17/2011
Eufaula,Cove East of Gentry Creek Landing,Spider Blocks, ,35.49815,-95.650266,0,Y,Y,4/20/2011
Eufaula,Cove East of Gentry Creek Landing,Spider Blocks, ,35.494166,-95.651016,0,Y,Y,4/20/2011
Eufaula,Cove East of Gentry Creek Landing,Spider Blocks, ,35.492666,-95.6511,0,Y,Y,4/20/2011
Eufaula,Cove East of Gentry Creek Landing,Spider Blocks, ,35.490583,-95.651616,0,Y,Y,4/20/2011
Eufaula,Island between Crowder and Crowder Point East,Spider Blocks, ,35.11569,-95.68446,0,Y,N,3/2/2011
Eufaula,Island between Crowder and Crowder Point East,Spider Blocks, ,35.11631,-95.68471,0,Y,N,3/2/2011
Eufaula,Crowder Point East - south ramp,Spider Blocks, ,35.1078,-95.69226,0,Y,N,3/2/2011
Eufaula,Hwy 69 rip-rap at Crowder - south site,Spider Blocks, ,35.11981,-95.68243,0,N,Y,3/2/2011
Eufaula,Hwy 69 rip-rap at Crowder - north site,Spider Blocks, ,35.12176,-95.68047,0,N,Y,3/2/2011
Eufaula,Schoolhouse point bt Crowder and Crowder Point E,Spider Blocks, ,35.11316,-95.67808,0,N,N,3/2/2011
Eufaula,N of Texanna bridge at Porum Landing - North site,Spider Blocks, ,35.36017,-95.4002,0,Y,N,1/26/2011
Eufaula,N of Texanna bridge at Porum Landing - South site,Spider Blocks, ,35.35882,-95.3993,0, ,N,1/26/2011
Eufaula,Ramp off Bud's Point road,Brush Pile, ,35.1037,-95.63271,0,Y,Y,1/25/2011
Eufaula,Ramp off Bud's Point road,Brush Pile, ,35.10347,-95.63245,0,N,Y,1/25/2011
Eufaula,Ramp off Bud's Point road,Brush Pile, ,35.1034,-95.63217,0,N,Y,1/25/2011
Eufaula,Ramp off Bud's Point road,Brush Pile, ,35.10376,-95.63282,0,N,Y,1/25/2011
Eufaula,Blocker bridge,Brush Pile, ,35.1057,-95.64147,0,Y,Y,1/25/2011
Eufaula,Blocker bridge,Brush Pile, ,35.10683,-95.64281,0,Y,Y,1/25/2011
Eufaula,Blocker bridge,Brush Pile, ,35.10718,-95.64333,0,Y,Y,1/25/2011
Eufaula,Blocker bridge,Brush Pile, ,35.10745,-95.64376,0,Y,Y,1/25/2011
Eufaula,Blocker bridge,Brush Pile, ,35.10775,-95.64422,0,Y,Y,1/25/2011
Eufaula,Blocker bridge,Brush Pile, ,35.10808,-95.64453,0,Y,Y,1/25/2011
Eufaula,Blocker bridge,Brush Pile, ,35.10838,-95.64477,0,Y,Y,1/25/2011
Eufaula,Blocker bridge,Brush Pile, ,35.10852,-95.64484,0,N,Y,1/25/2011
Eufaula,Blocker bridge,Brush Pile, ,35.10796,-95.64366,0,Y,Y,1/25/2011
Eufaula,East Gaines Creek Meadows Cove #4,Spider Blocks, ,35.149066,-95.587466,0,Y,N,3/23/2010
Eufaula,East Gaines Creek Meadows Cove #5,Spider Blocks, ,35.153116,-95.588733,0,Y,N,3/23/2010
Eufaula,East Gaines Creek Meadows Cove #1,Spider Blocks, ,35.148916,-95.594783,0,Y,N,3/23/2010
Eufaula,East Gaines Creek Meadows Cove #2,Spider Blocks, ,35.145033,-95.589316,0,Y,N,3/23/2010
Eufaula,East Gaines Creek Meadows Cove #3,Spider Blocks, ,35.146233,-95.58805,0,Y,N,3/23/2010
Eufaula,Arrowhead Cove (west),Spider Blocks, ,35.151533,-95.63025,0,Y,Y,3/20/2010
Eufaula,Arrowhead Cove Campground,Spider Blocks, ,35.146566,-95.626933,0,Y,Y,3/20/2010
Eufaula,Area 51 #1,Spider Blocks, ,35.15735,-95.606683,0,Y,Y,2/24/2010
Eufaula,Area 51 #2,Spider Blocks, ,35.15575,-95.60635,0,Y,Y,2/24/2010
Eufaula,Area 51 #3,Spider Blocks, ,35.155783,-95.605983,0,Y,Y,2/24/2010
Eufaula,Area 51 #4,Spider Blocks, ,35.156366,-95.60485,0,Y,Y,2/24/2010
Eufaula,Area 51 #5,Spider Blocks, ,35.1543,-95.605333,0,Y,Y,2/24/2010
Eufaula,Island between Crowder and Crowder Point East,Spider Blocks, ,35.114916,-95.681333,0,Y,N,1/22/2010
Eufaula,South of Crowder Point East,Spider Blocks, ,35.10675,-95.692783,0,Y,N,1/22/2010
Eufaula,Cardinal Point Road,Spider Blocks, ,35.07285,-95.693016,0,Y,Y,1/22/2010
Eufaula,Elm Point,Combination,Spiders and Cedars,35.01261,-95.59858,0,N,Y,9/18/2009
Eufaula,Island between Cardinal and Juniper Points,Spider Blocks, ,35.061116,-95.672916,0,Y,N,7/31/2009
Eufaula,Arrowhead ramp Cove,Spider Blocks, ,35.143983,-95.623916,0,Y,Y,4/17/2009
Eufaula,Eufaula Cove (Jellystone campground),Spider Blocks, ,35.27831,-95.58028,0,N,Y,5/13/2008
Eufaula,Crowder City Park,Combination,Cedars & Spiders,35.120305,-95.677361,0,Y,Y,1/25/2008
Eufaula,Crowder Fishing Dock,Combination,Cedars & Spiders,35.12,-95.676666,0,Y,Y,1/25/2008
Eufaula,No Name Creek - Fountainhead,Combination,Cedars & Spiders,35.406305,-95.635916,0,Y,N,4/9/2007
Eufaula,Highway 9A,Combination,Cedars & Spiders,35.229166,-95.572,0,Y,N,4/9/2007
Eufaula,Oak Ridge Landing,Combination,Cedars & Spiders,35.213833,-95.600472,0,Y,N,3/16/2007
Eufaula,Longtown Creek,Combination,Cedars & Spiders,35.200277,-95.549861,0,Y,N,3/16/2007
Eufaula,Dam Site South - E Ramp,Combination,Cedars & Spiders,35.302833,-95.373,0,Y,N,3/9/2007
Eufaula,Bixby Creek,Combination,Cedar & Spiders,35.349638,-95.353805,0,Y,Y,3/9/2007
Eufaula,Evergreen Cove,Combination,Cedars & Spiders,35.290916,-95.373444,0,Y,N,3/9/2007
Eufaula,Massey Point Cove,Combination,Cedars & Spiders,35.043944,-95.641611,0,Y,Y,3/7/2007
Eufaula,Mill Creek (Lower),Combination,Cedar & Spiders,35.25355,-95.7105,0,Y,N,3/6/2007
Eufaula,Mill Creek(Middle),Combination,Cedar & Spiders,35.253555,-95.7105,0,Y,N,3/6/2007
Eufaula,Elm Grove Creek,Combination,Cedars & Spiders,35.489472,-95.651583,0,Y,Y,3/6/2007
Eufaula,Mill Creek Landing (East end of Park),Spider Blocks, ,35.25558,-95.69975,0,N,Y,3/30/2006
Eufaula,Oak Grove,Spider Blocks, ,35.25578,-95.72964,0,N,Y,3/30/2006
Eufaula,Mill Creek Landing (Bouy near ramp),Spider Blocks, ,35.25592,-95.70322,0,Y,Y,3/30/2006
Eufaula,Old roadbed off Hwy 31 near Hwy 31 Landing,Spider Blocks, ,34.95842,-95.65381,0,N,Y,3/2/2006
Eufaula,Vireton Road to old roadbed off Hwy 31,Spider Blocks, ,34.97914,-95.61561,0,N,Y,3/2/2006
Eufaula,Dam Site South,Combination,Cedars and Spiders,35.30342,-95.37367,0,N,Y,2/8/2006
Eufaula,Brooken Cove near Crazy Woman Campground,Spider Blocks, ,35.26089,-95.386111,0,N,Y,2/8/2006
Eufaula,Bixby Creek,Spider Blocks, ,35.35008,-95.35392,0,N,Y,2/8/2006
Eufaula Lake,Eufaula Cove Fishing Jetty,PVC Structure,14 Georgia Cubes,35.28369,-95.56802,0,N,Y,3/31/2022
Eufaula Lake,Eufaula Cove,PVC Structure,2 Georgia Cubes,35.28479,-95.57297,0,N,N,3/31/2022
Eufaula Lake,Eufaula Cove,PVC Structure,4 Georgia Cubes,35.28342,-95.56926,0,N,N,3/31/2022
Eufaula Lake,Eufaula Cove,PVC Structure,2 Georgia Cubes,35.28456,-95.57278,0,N,N,3/31/2022
Eufaula Lake,Elm Point,Brush Pile,cedars,35.01921,-95.59504,0,Y,N,6/3/2021
Eufaula Lake,Elm Point,Brush Pile,cedars,35.01231,-95.59646,0,N,Y,6/3/2021
Eufaula Lake,Elm Point,Brush Pile,cedars,35.01931,-95.59459,0,N,Y,6/3/2021
Eufaula Lake,Elm Point,Brush Pile,cedars,35.01884,-95.59381,0,N,N,6/3/2021
Eufaula Lake,Elm Point,Brush Pile,cedars,35.01425,-95.59896,0,N,Y,6/3/2021
Eufaula Lake,Elm Point,Brush Pile,cedars,35.01285,-95.59684,0,N,Y,6/3/2021
Eufuala,Gentry Creek,PVC Structure,3 Cubes,35.46942,-95.61442,8,N,N,3/5/2024
Fort Cobb,Marina Cove Fishing Dock,Brush Pile, ,35.17149,-98.44929,0,Y, ,<Null>
Fort Cobb,Back of Kardokus,Brush Pile, ,35.2004,-98.46331,0,Y, ,<Null>
Fort Cobb,Park Boundry Cove East Side,Brush Pile, ,35.20592,-98.47995,0,Y, ,<Null>
Fort Gibson,14 Mile Area,Brush Pile,8 large cedars; open water pile out from Cherokee,35.913633,-95.234633,17,N,Y,10/15/2020
Fort Gibson,14 Mile Area,Brush Pile,23 cedars; numerous piles along Cherokee shoreline,35.912787,-95.236165,7,N,Y,10/15/2020
